Symbol,Strategy,Window,BestParams,Trades,WinRate%,TotalReturn%,ProfitFactor,Sharpe,MaxDD%,Expectancy%,Score
CFXUSDT,KAMA-Pullback,W05,"KAMA(21) ADX>18 RSI[42.0,65.0] SL×1.5 TP×3.0",12,33.33,-5.60,0.34,-1.55,5.88,-0.47,10.93
CFXUSDT,Chandelier-MTF,W01,"CH(14,2.5) ADX>20 SL×2.0 TP×5.0",3,0.00,-5.19,0.00,-2.73,5.19,-1.73,0.00
CFXUSDT,Chandelier-MTF,W08,"CH(22,2.5) ADX>20 SL×2.0 TP×4.0",6,66.67,1.87,1.93,0.50,1.05,0.31,40.39
CFXUSDT,Chandelier-MTF,W09,"CH(22,2.5) ADX>20 SL×2.0 TP×4.0",11,18.18,-11.08,0.22,-2.53,12.65,-1.01,5.16
DOGEUSDT,TrendPullback-EMA,W01,"EMA(9/34) ADX>20 RSI[35.0,60.0] Vol>×1.2 SL×1.5 TP×3.75",8,12.50,-5.26,0.21,-1.74,5.95,-0.66,5.06
DOGEUSDT,TrendPullback-EMA,W02,"EMA(13/21) ADX>20 RSI[35.0,60.0] Vol>×1.2 SL×1.5 TP×3.75",2,0.00,-1.28,0.00,-1.92,1.28,-0.64,0.00
DOGEUSDT,TrendPullback-EMA,W06,"EMA(9/21) ADX>25 RSI[40.0,65.0] Vol>×1.2 SL×1.5 TP×3.75",7,42.86,2.22,1.70,0.62,2.31,0.32,34.54
DOGEUSDT,TrendPullback-EMA,W07,"EMA(9/21) ADX>25 RSI[40.0,65.0] Vol>×1.2 SL×1.5 TP×3.75",8,50.00,-0.29,0.91,-0.11,3.06,-0.04,24.22
DOGEUSDT,KAMA-Pullback,W01,"KAMA(14) ADX>18 RSI[42.0,65.0] SL×1.5 TP×3.75",7,85.71,3.59,3.93,1.39,1.22,0.51,63.92
DOGEUSDT,KAMA-Pullback,W02,"KAMA(14) ADX>18 RSI[35.0,60.0] SL×1.5 TP×3.0",9,22.22,-6.03,0.15,-2.52,7.08,-0.67,5.49
DOGEUSDT,Chandelier-MTF,W05,"CH(14,2.5) ADX>20 SL×2.0 TP×5.0",9,55.56,5.14,2.12,0.86,2.29,0.57,43.59
DOGEUSDT,Chandelier-MTF,W06,"CH(14,3.0) ADX>25 SL×2.0 TP×5.0",3,0.00,-4.85,0.00,-10.88,4.85,-1.62,0.00
DOGEUSDT,Chandelier-MTF,W07,"CH(14,3.0) ADX>25 SL×2.0 TP×5.0",2,0.00,-1.25,0.00,-1.60,1.25,-0.62,0.00
DOGEUSDT,Chandelier-MTF,W09,"CH(22,2.5) ADX>20 SL×2.0 TP×5.0",6,33.33,0.02,1.01,0.01,3.25,0.00,22.11
ENAUSDT,TrendPullback-EMA,W03,"EMA(9/34) ADX>20 RSI[40.0,65.0] Vol>×1.2 SL×1.5 TP×3.0",8,50.00,3.72,2.05,0.82,1.75,0.47,40.77
ENAUSDT,TrendPullback-EMA,W05,"EMA(13/21) ADX>20 RSI[35.0,60.0] Vol>×1.2 SL×1.5 TP×3.0",8,25.00,-7.03,0.20,-2.05,7.03,-0.88,6.38
ENAUSDT,TrendPullback-EMA,W07,"EMA(9/21) ADX>20 RSI[40.0,65.0] Vol>×1.2 SL×1.5 TP×3.75",10,40.00,-0.94,0.83,-0.26,3.21,-0.09,21.06
ENAUSDT,TrendPullback-EMA,W09,"EMA(9/34) ADX>25 RSI[35.0,60.0] Vol>×1.2 SL×1.5 TP×3.75",14,28.57,-4.12,0.63,-0.75,5.39,-0.29,15.32
ENAUSDT,KAMA-Pullback,W06,"KAMA(14) ADX>22 RSI[42.0,65.0] SL×1.5 TP×3.75",10,20.00,-2.94,0.69,-0.50,6.23,-0.29,15.06
ENAUSDT,KAMA-Pullback,W07,"KAMA(21) ADX>22 RSI[42.0,65.0] SL×1.5 TP×3.75",10,50.00,1.75,1.37,0.43,3.21,0.17,31.47
ENAUSDT,Chandelier-MTF,W03,"CH(14,2.5) ADX>20 SL×2.0 TP×4.0",1,0.00,-0.99,0.00,0.00,0.99,-0.99,0.00
ETHUSDT,TrendPullback-EMA,W03,"EMA(9/21) ADX>25 RSI[35.0,60.0] Vol>×1.2 SL×1.5 TP×3.0",2,0.00,-1.70,0.00,-11.74,1.70,-0.85,0.00
ETHUSDT,KAMA-Pullback,W02,"KAMA(14) ADX>22 RSI[35.0,60.0] SL×1.5 TP×3.0",7,28.57,-1.63,0.63,-0.53,2.31,-0.23,16.20
ETHUSDT,KAMA-Pullback,W03,"KAMA(14) ADX>22 RSI[35.0,60.0] SL×1.5 TP×3.75",3,0.00,-2.81,0.00,-11.07,2.81,-0.94,0.00
ETHUSDT,KAMA-Pullback,W06,"KAMA(14) ADX>22 RSI[35.0,60.0] SL×1.5 TP×3.0",8,37.50,1.57,1.55,0.54,1.50,0.20,30.87
ETHUSDT,KAMA-Pullback,W07,"KAMA(14) ADX>22 RSI[35.0,60.0] SL×1.5 TP×3.0",9,0.00,-5.46,0.00,-9.06,5.46,-0.61,0.00
ETHUSDT,Chandelier-MTF,W01,"CH(14,2.5) ADX>20 SL×2.0 TP×5.0",5,20.00,-2.03,0.12,-2.01,2.03,-0.41,4.81
ETHUSDT,Chandelier-MTF,W02,"CH(14,2.5) ADX>25 SL×2.0 TP×4.0",3,33.33,-1.32,0.12,-1.39,1.50,-0.44,0.00
ETHUSDT,Chandelier-MTF,W04,"CH(22,2.5) ADX>20 SL×2.0 TP×5.0",8,12.50,-3.33,0.40,-1.05,3.33,-0.42,9.22
ETHUSDT,Chandelier-MTF,W05,"CH(14,3.0) ADX>20 SL×2.0 TP×5.0",4,75.00,0.86,2.32,0.79,0.65,0.22,0.00
ETHUSDT,Chandelier-MTF,W07,"CH(22,2.5) ADX>20 SL×2.0 TP×5.0",6,0.00,-3.14,0.00,-4.19,3.14,-0.52,0.00
HBARUSDT,TrendPullback-EMA,W01,"EMA(9/34) ADX>20 RSI[40.0,65.0] Vol>×1.2 SL×1.5 TP×3.75",6,33.33,-0.41,0.94,-0.07,3.68,-0.07,21.29
HBARUSDT,TrendPullback-EMA,W02,"EMA(13/21) ADX>20 RSI[40.0,65.0] Vol>×1.2 SL×1.5 TP×3.75",6,50.00,-1.84,0.46,-0.81,1.89,-0.31,18.20
HBARUSDT,TrendPullback-EMA,W03,"EMA(13/21) ADX>20 RSI[40.0,65.0] Vol>×1.2 SL×1.5 TP×3.0",9,22.22,-4.53,0.30,-1.86,4.68,-0.50,7.09
HBARUSDT,KAMA-Pullback,W01,"KAMA(14) ADX>22 RSI[35.0,60.0] SL×1.5 TP×3.75",4,25.00,0.84,1.25,0.17,2.31,0.21,0.00
HBARUSDT,KAMA-Pullback,W02,"KAMA(21) ADX>22 RSI[42.0,65.0] SL×1.5 TP×3.75",5,60.00,1.34,1.92,0.55,0.78,0.27,38.80
HBARUSDT,KAMA-Pullback,W04,"KAMA(14) ADX>22 RSI[42.0,65.0] SL×1.5 TP×3.75",8,25.00,-2.28,0.39,-1.16,2.86,-0.29,11.26
ICPUSDT,TrendPullback-EMA,W03,"EMA(9/34) ADX>20 RSI[35.0,60.0] Vol>×1.2 SL×1.5 TP×3.75",11,18.18,-4.16,0.45,-1.15,5.29,-0.38,10.35
ICPUSDT,TrendPullback-EMA,W06,"EMA(9/21) ADX>25 RSI[40.0,65.0] Vol>×1.2 SL×1.5 TP×3.75",4,25.00,-1.61,0.20,-1.45,2.00,-0.40,0.00
ICPUSDT,KAMA-Pullback,W01,"KAMA(14) ADX>22 RSI[35.0,60.0] SL×1.5 TP×3.0",4,0.00,-3.90,0.00,-7.98,3.90,-0.98,0.00
ICPUSDT,KAMA-Pullback,W06,"KAMA(14) ADX>18 RSI[42.0,65.0] SL×1.5 TP×3.0",13,38.46,0.11,1.02,0.03,2.91,0.01,23.34
ICPUSDT,Chandelier-MTF,W07,"CH(22,2.5) ADX>20 SL×2.0 TP×5.0",9,33.33,-2.33,0.57,-0.71,2.79,-0.26,16.04
LTCUSDT,KAMA-Pullback,W04,"KAMA(21) ADX>22 RSI[35.0,60.0] SL×1.5 TP×3.75",12,16.67,-4.11,0.29,-2.07,4.11,-0.34,5.36
LTCUSDT,Chandelier-MTF,W06,"CH(22,2.5) ADX>20 SL×2.0 TP×4.0",4,50.00,1.73,2.67,0.78,1.04,0.43,0.00
LTCUSDT,Chandelier-MTF,W07,"CH(22,2.5) ADX>20 SL×2.0 TP×5.0",6,16.67,-2.34,0.06,-2.75,2.34,-0.39,3.75
LTCUSDT,Chandelier-MTF,W09,"CH(22,2.5) ADX>25 SL×2.0 TP×4.0",5,40.00,-1.39,0.66,-0.46,2.72,-0.28,19.03
QNTUSDT,TrendPullback-EMA,W04,"EMA(13/34) ADX>20 RSI[35.0,60.0] Vol>×1.2 SL×1.5 TP×3.75",10,60.00,2.71,2.09,0.94,1.23,0.27,41.59
QNTUSDT,TrendPullback-EMA,W05,"EMA(13/34) ADX>20 RSI[35.0,60.0] Vol>×1.2 SL×1.5 TP×3.0",3,66.67,0.47,1.64,0.42,0.74,0.16,0.00
QNTUSDT,KAMA-Pullback,W01,"KAMA(14) ADX>22 RSI[35.0,60.0] SL×1.5 TP×3.75",4,50.00,2.05,2.27,0.68,1.62,0.51,0.00
QNTUSDT,KAMA-Pullback,W02,"KAMA(21) ADX>18 RSI[35.0,60.0] SL×1.5 TP×3.0",5,40.00,-0.08,0.97,-0.03,1.89,-0.02,22.98
QNTUSDT,KAMA-Pullback,W03,"KAMA(14) ADX>18 RSI[35.0,60.0] SL×1.5 TP×3.0",7,14.29,-5.28,0.03,-3.95,5.28,-0.75,3.05
QNTUSDT,KAMA-Pullback,W09,"KAMA(14) ADX>18 RSI[42.0,65.0] SL×1.5 TP×3.0",10,20.00,-3.29,0.57,-0.78,6.21,-0.33,13.07
QNTUSDT,Chandelier-MTF,W06,"CH(22,2.5) ADX>20 SL×2.0 TP×5.0",4,0.00,-2.26,0.00,-2.97,2.26,-0.57,0.00
SOLUSDT,TrendPullback-EMA,W01,"EMA(9/21) ADX>20 RSI[35.0,60.0] Vol>×1.2 SL×1.5 TP×3.75",9,22.22,-7.69,0.10,-3.11,7.69,-0.85,5.17
SOLUSDT,TrendPullback-EMA,W04,"EMA(13/21) ADX>20 RSI[40.0,65.0] Vol>×1.2 SL×1.5 TP×3.0",9,44.44,-0.65,0.82,-0.27,3.33,-0.07,21.80
SOLUSDT,TrendPullback-EMA,W05,"EMA(13/21) ADX>25 RSI[40.0,65.0] Vol>×1.2 SL×1.5 TP×3.0",5,20.00,-1.76,0.52,-0.70,3.65,-0.35,13.06
SOLUSDT,TrendPullback-EMA,W06,"EMA(9/21) ADX>25 RSI[40.0,65.0] Vol>×1.2 SL×1.5 TP×3.75",9,44.44,0.90,1.25,0.30,2.26,0.10,28.26
SOLUSDT,TrendPullback-EMA,W07,"EMA(13/34) ADX>25 RSI[40.0,65.0] Vol>×1.2 SL×1.5 TP×3.0",0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SOLUSDT,TrendPullback-EMA,W08,"EMA(9/21) ADX>20 RSI[40.0,65.0] Vol>×1.2 SL×1.5 TP×3.75",8,50.00,0.17,1.04,0.05,4.10,0.02,26.04
SOLUSDT,TrendPullback-EMA,W09,"EMA(13/21) ADX>20 RSI[35.0,60.0] Vol>×1.2 SL×1.5 TP×3.75",18,27.78,-3.23,0.72,-0.56,5.09,-0.18,16.58
SOLUSDT,KAMA-Pullback,W01,"KAMA(21) ADX>22 RSI[35.0,60.0] SL×1.5 TP×3.75",9,11.11,-8.76,0.04,-4.36,8.76,-0.97,2.53
SOLUSDT,KAMA-Pullback,W04,"KAMA(21) ADX>18 RSI[42.0,65.0] SL×1.5 TP×3.0",10,20.00,-2.87,0.48,-1.02,4.42,-0.29,11.44
SOLUSDT,KAMA-Pullback,W05,"KAMA(14) ADX>18 RSI[42.0,65.0] SL×1.5 TP×3.0",9,22.22,-2.40,0.54,-0.82,3.30,-0.27,13.13
SOLUSDT,KAMA-Pullback,W07,"KAMA(21) ADX>22 RSI[35.0,60.0] SL×1.5 TP×3.75",7,28.57,-1.46,0.65,-0.55,2.08,-0.21,16.28
SOLUSDT,KAMA-Pullback,W09,"KAMA(14) ADX>18 RSI[35.0,60.0] SL×1.5 TP×3.0",14,21.43,-4.80,0.49,-1.23,7.11,-0.34,10.91
SOLUSDT,Chandelier-MTF,W01,"CH(22,3.0) ADX>25 SL×2.0 TP×4.0",3,0.00,-5.12,0.00,-3.75,5.12,-1.71,0.00
SOLUSDT,Chandelier-MTF,W02,"CH(22,3.0) ADX>20 SL×2.0 TP×4.0",10,20.00,-5.30,0.35,-1.55,5.30,-0.53,8.30
SOLUSDT,Chandelier-MTF,W08,"CH(22,2.5) ADX>20 SL×2.0 TP×5.0",14,28.57,-1.28,0.89,-0.17,4.16,-0.09,19.59
SOLUSDT,Chandelier-MTF,W09,"CH(14,2.5) ADX>20 SL×2.0 TP×5.0",8,37.50,-1.70,0.63,-0.52,3.17,-0.21,18.08
SUIUSDT,TrendPullback-EMA,W06,"EMA(9/21) ADX>20 RSI[40.0,65.0] Vol>×1.2 SL×1.5 TP×3.0",10,30.00,-3.97,0.38,-1.32,4.49,-0.40,11.45
SUIUSDT,TrendPullback-EMA,W09,"EMA(9/34) ADX>25 RSI[40.0,65.0] Vol>×1.2 SL×1.5 TP×3.0",8,25.00,-2.44,0.46,-0.94,3.00,-0.30,12.62
SUIUSDT,Supertrend-Quality,W07,"ST(14,2.5) ADX>22 Vol>×1.3 SL×2.0 TP×5.0",4,0.00,-4.67,0.00,-3.34,4.67,-1.17,0.00
SUIUSDT,KAMA-Pullback,W03,"KAMA(21) ADX>22 RSI[35.0,60.0] SL×1.5 TP×3.0",2,0.00,-1.72,0.00,-3.01,1.72,-0.86,0.00
SUIUSDT,KAMA-Pullback,W06,"KAMA(21) ADX>18 RSI[35.0,60.0] SL×1.5 TP×3.0",13,30.77,-5.59,0.28,-1.98,5.93,-0.43,8.21
SUIUSDT,Chandelier-MTF,W01,"CH(14,2.5) ADX>20 SL×2.0 TP×4.0",3,66.67,3.43,1.99,0.52,3.46,1.14,0.00
SUIUSDT,Chandelier-MTF,W05,"CH(14,2.5) ADX>20 SL×2.0 TP×5.0",6,83.33,7.88,1295.52,2.35,0.01,1.31,82.94
SUIUSDT,Chandelier-MTF,W06,"CH(14,2.5) ADX>20 SL×2.0 TP×5.0",6,50.00,-0.35,0.91,-0.10,3.83,-0.06,24.30
SUIUSDT,Chandelier-MTF,W07,"CH(14,2.5) ADX>20 SL×2.0 TP×4.0",6,33.33,1.20,2.59,0.62,0.75,0.20,37.71
SUIUSDT,Chandelier-MTF,W09,"CH(22,2.5) ADX>25 SL×2.0 TP×5.0",11,36.36,0.71,1.09,0.10,6.00,0.06,24.29
TRBUSDT,TrendPullback-EMA,W01,"EMA(9/21) ADX>20 RSI[40.0,65.0] Vol>×1.2 SL×1.5 TP×3.75",11,9.09,-11.66,0.05,-4.24,11.66,-1.06,2.17
TRBUSDT,KAMA-Pullback,W01,"KAMA(14) ADX>18 RSI[42.0,65.0] SL×1.5 TP×3.0",12,16.67,-10.04,0.22,-2.48,10.04,-0.84,4.90
TRBUSDT,KAMA-Pullback,W09,"KAMA(21) ADX>22 RSI[42.0,65.0] SL×1.5 TP×3.0",13,23.08,-2.37,0.75,-0.43,6.35,-0.18,16.44
TRBUSDT,Chandelier-MTF,W01,"CH(14,2.5) ADX>25 SL×2.0 TP×5.0",5,0.00,-3.34,0.00,-10.45,3.34,-0.67,0.00
TRBUSDT,Chandelier-MTF,W03,"CH(22,2.5) ADX>25 SL×2.0 TP×4.0",4,75.00,11.81,55.34,1.81,0.22,2.95,0.00
TRBUSDT,Chandelier-MTF,W09,"CH(22,3.0) ADX>25 SL×2.0 TP×5.0",5,20.00,-3.10,0.28,-1.34,3.10,-0.62,8.71
XMRUSDT,TrendPullback-EMA,W04,"EMA(9/21) ADX>25 RSI[35.0,60.0] Vol>×1.2 SL×1.5 TP×3.0",5,20.00,-2.04,0.55,-0.63,3.44,-0.41,13.54
XMRUSDT,KAMA-Pullback,W05,"KAMA(21) ADX>22 RSI[35.0,60.0] SL×1.5 TP×3.0",4,25.00,-0.53,0.67,-0.37,1.33,-0.13,0.00
XMRUSDT,Chandelier-MTF,W04,"CH(14,2.5) ADX>20 SL×2.0 TP×5.0",3,0.00,-2.49,0.00,-2.57,2.49,-0.83,0.00
XMRUSDT,Chandelier-MTF,W08,"CH(22,2.5) ADX>25 SL×2.0 TP×5.0",3,0.00,-2.47,0.00,-2.44,2.47,-0.82,0.00
XRPUSDT,TrendPullback-EMA,W01,"EMA(13/21) ADX>20 RSI[40.0,65.0] Vol>×1.2 SL×1.5 TP×3.0",8,12.50,-5.13,0.09,-2.77,5.13,-0.64,3.10
XRPUSDT,TrendPullback-EMA,W09,"EMA(13/34) ADX>25 RSI[35.0,60.0] Vol>×1.2 SL×1.5 TP×3.75",7,28.57,-0.13,0.96,-0.05,2.11,-0.02,20.57
XRPUSDT,KAMA-Pullback,W06,"KAMA(14) ADX>22 RSI[42.0,65.0] SL×1.5 TP×3.0",7,0.00,-4.64,0.00,-5.30,4.64,-0.66,0.00
XRPUSDT,Chandelier-MTF,W04,"CH(14,2.5) ADX>20 SL×2.0 TP×5.0",9,22.22,-3.17,0.45,-0.97,3.80,-0.35,11.88
